AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2018,2,47,MAGDALENA,47720,SANTA BÁRBARA DE PINTO,9,10575,"0,09"
2016,2,73,TOLIMA,73624,ROVIRA,372,21808,"1,71"
2017,4,41,HUILA,41319,GUADALUPE,270,17620,"1,53"
2019,3,91,AMAZONAS,91405,LA CHORRERA,42,2947,"1,43"
2017,3,52,NARIÑO,52317,GUACHUCAL,208,19297,"1,08"
2020,3,15,BOYACÁ,15507,OTANCHE,322,8258,"3,90"
2017,4,73,TOLIMA,73236,DOLORES,256,8393,"3,05"
2016,4,25,CUNDINAMARCA,25793,TAUSA,60,7529,"0,80"
2017,2,70,SUCRE,70110,BUENAVISTA,9,10251,"0,09"
2018,3,05,ANTIOQUIA,05873,VIGÍA DEL FUERTE,178,9093,"1,96"
2020,2,41,HUILA,41551,PITALITO,12387,129079,"9,60"
2018,2,05,ANTIOQUIA,05031,AMALFI,1738,25962,"6,69"
2020,4,05,ANTIOQUIA,05212,COPACABANA,20444,81005,"25,24"
2020,3,95,GUAVIARE,95025,EL RETORNO,34,15211,"0,22"
2017,3,27,CHOCÓ,27425,MEDIO ATRATO,37,10214,"0,36"
2020,1,05,ANTIOQUIA,05190,CISNEROS,1534,10053,"15,26"
2018,4,13,BOLÍVAR,13744,SIMITÍ,319,18110,"1,76"
2018,3,25,CUNDINAMARCA,25851,ÚTICA,148,4246,"3,49"
2016,3,25,CUNDINAMARCA,25518,PAIME,47,4187,"1,12"
2020,4,44,LA GUAJIRA,44001,RIOHACHA,24285,206087,"11,78"
2020,1,25,CUNDINAMARCA,25168,CHAGUANÍ,27,4434,"0,61"
2017,3,76,VALLE DEL CAUCA,76520,PALMIRA,56493,345649,"16,34"
2016,1,54,NORTE DE SANTANDER,54480,MUTISCUA,11,3975,"0,28"
2019,1,05,ANTIOQUIA,05895,ZARAGOZA,1281,25210,"5,08"
2019,4,27,CHOCÓ,27580,RÍO IRÓ,13,5537,"0,23"
2018,1,68,SANTANDER,68344,HATO,39,2328,"1,68"
2016,2,52,NARIÑO,52224,CUASPUD CARLOSAMA,99,9009,"1,10"
2018,2,17,CALDAS,17380,LA DORADA,8024,71905,"11,16"
2018,4,54,NORTE DE SANTANDER,54553,PUERTO SANTANDER,290,8502,"3,41"
2019,4,17,CALDAS,17174,CHINCHINÁ,7519,51773,"14,52"
2018,3,05,ANTIOQUIA,05591,PUERTO TRIUNFO,1772,18055,"9,81"
2019,2,15,BOYACÁ,15022,ALMEIDA,34,1845,"1,84"
2018,3,47,MAGDALENA,47707,SANTA ANA,19,25438,"0,07"
2018,1,15,BOYACÁ,15476,MOTAVITA,41,5569,"0,74"
2020,3,19,CAUCA,19418,LÓPEZ,105,19113,"0,55"
2015,4,68,SANTANDER,68669,SAN ANDRÉS,167,8989,"1,86"
2016,4,05,ANTIOQUIA,05353,HISPANIA,369,5418,"6,81"
2017,3,19,CAUCA,19050,ARGELIA,46,25905,"0,18"
2018,4,19,CAUCA,19821,TORIBIO,21,35218,"0,06"
2019,2,41,HUILA,41006,ACEVEDO,967,25046,"3,86"
2020,2,50,META,50150,CASTILLA LA NUEVA,588,14966,"3,93"
2018,3,05,ANTIOQUIA,05212,COPACABANA,17729,77884,"22,76"
2016,2,73,TOLIMA,73347,HERVEO,278,7562,"3,68"
2019,2,15,BOYACÁ,15696,SANTA SOFÍA,66,3195,"2,07"
2018,1,68,SANTANDER,68522,PALMAR,40,1361,"2,94"
2019,1,81,ARAUCA,81300,FORTUL,323,19659,"1,64"
2019,2,13,BOLÍVAR,13490,NOROSÍ,38,9587,"0,40"
2017,4,18,CAQUETA,18785,SOLITA,11,6340,"0,17"
2020,4,05,ANTIOQUIA,05607,RETIRO,6721,24466,"27,47"
2020,2,97,VAUPÉS,97161,CARURU,12,3181,"0,38"
2020,3,47,MAGDALENA,47692,SAN SEBASTIÁN DE BUENAVISTA,170,20919,"0,81"
2020,3,68,SANTANDER,68001,BUCARAMANGA,147943,600098,"24,65"
2017,4,08,ATLÁNTICO,08549,PIOJÓ,3,6415,"0,05"
2019,4,95,GUAVIARE,95025,EL RETORNO,23,13684,"0,17"
2018,3,20,CESAR,20750,SAN DIEGO,219,19022,"1,15"
2018,1,73,TOLIMA,73226,CUNDAY,316,8745,"3,61"
2020,2,50,META,50350,LA MACARENA,609,27854,"2,19"
2020,4,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,3137,51027,"6,15"
2016,3,47,MAGDALENA,47268,EL RETÉN,9,18953,"0,05"
2019,2,15,BOYACÁ,15469,MONIQUIRÁ,393,22821,"1,72"
2017,1,15,BOYACÁ,15238,DUITAMA,27638,120573,"22,92"
2017,1,17,CALDAS,17513,PÁCORA,717,15437,"4,64"
2019,3,47,MAGDALENA,47960,ZAPAYÁN,12,10293,"0,12"
2017,4,73,TOLIMA,73043,ANZOÁTEGUI,171,10151,"1,68"
2017,2,25,CUNDINAMARCA,25019,ALBÁN,92,6221,"1,48"
2017,3,68,SANTANDER,68867,VETAS,32,2082,"1,54"
2020,2,13,BOLÍVAR,13268,EL PEÑÓN,35,7860,"0,45"
2016,3,52,NARIÑO,52786,TAMINANGO,149,17955,"0,83"
2017,2,25,CUNDINAMARCA,25740,SIBATÉ,3715,31838,"11,67"
2018,1,47,MAGDALENA,47030,ALGARROBO,513,15511,"3,31"
2018,3,15,BOYACÁ,15518,PAJARITO,54,2390,"2,26"
2016,1,25,CUNDINAMARCA,25851,ÚTICA,142,4101,"3,46"
2015,4,50,META,50110,BARRANCA DE UPÍA,6,5945,"0,10"
2017,3,18,CAQUETA,18029,ALBANIA,18,4821,"0,37"
2019,3,25,CUNDINAMARCA,25785,TABIO,2560,22983,"11,14"
2018,3,44,LA GUAJIRA,44279,FONSECA,2450,42772,"5,73"
2019,2,25,CUNDINAMARCA,25862,VERGARA,78,6975,"1,12"
2020,4,70,SUCRE,70124,CAIMITO,10,16136,"0,06"
2018,2,05,ANTIOQUIA,05658,SAN JOSÉ DE LA MONTAÑA,314,3646,"8,61"
2019,1,05,ANTIOQUIA,05380,LA ESTRELLA,17365,73696,"23,56"
2019,1,41,HUILA,41206,COLOMBIA,15,7136,"0,21"
2018,4,18,CAQUETA,18592,PUERTO RICO,553,26517,"2,09"
2016,4,52,NARIÑO,52540,POLICARPA,10,9900,"0,10"
2019,1,23,CÓRDOBA,23168,CHIMÁ,59,17738,"0,33"
2017,1,25,CUNDINAMARCA,25777,SUPATÁ,69,5061,"1,36"
2016,1,25,CUNDINAMARCA,25299,GAMA,57,3042,"1,87"
2016,4,73,TOLIMA,73520,PALOCABILDO,159,10017,"1,59"
2018,3,17,CALDAS,17524,PALESTINA,716,15555,"4,60"
2016,4,05,ANTIOQUIA,05690,SANTO DOMINGO,327,12535,"2,61"
2018,1,52,NARIÑO,52435,MALLAMA,70,8976,"0,78"
2018,3,50,META,50350,LA MACARENA,342,26890,"1,27"
2020,3,15,BOYACÁ,15480,MUZO,40,8765,"0,46"
2018,1,15,BOYACÁ,15514,PÁEZ,104,3283,"3,17"
2019,1,50,META,50124,CABUYARO,208,6130,"3,39"
2019,3,76,VALLE DEL CAUCA,76233,DAGUA,4641,48758,"9,52"
2016,2,19,CAUCA,19585,PURACÉ,17,16756,"0,10"
2020,3,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,1947,73278,"2,66"
2017,3,05,ANTIOQUIA,05861,VENECIA,1171,11557,"10,13"
2019,4,73,TOLIMA,73200,COELLO,30,8286,"0,36"
2016,1,05,ANTIOQUIA,05125,CAICEDO,199,8185,"2,43"
2016,2,85,CASANARE,85230,OROCUÉ,14,11714,"0,12"
2018,4,44,LA GUAJIRA,44855,URUMITA,418,10985,"3,81"
2016,1,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,792,33104,"2,39"
2016,3,25,CUNDINAMARCA,25326,GUATAVITA,50,5925,"0,84"
2017,3,68,SANTANDER,68271,FLORIÁN,74,5563,"1,33"
2015,4,27,CHOCÓ,27580,RÍO IRÓ,5,6255,"0,08"
2016,4,52,NARIÑO,52585,PUPIALES,368,17693,"2,08"
2017,1,15,BOYACÁ,15001,TUNJA,52884,169883,"31,13"
2017,1,05,ANTIOQUIA,05885,YALÍ,304,7541,"4,03"
2017,2,15,BOYACÁ,15550,PISBA,25,1743,"1,43"
2020,4,70,SUCRE,70742,SAN LUIS DE SINCÉ,871,31899,"2,73"
2020,2,15,BOYACÁ,15332,GÜICÁN,24,4358,"0,55"
2015,4,41,HUILA,41885,YAGUARÁ,14,7563,"0,19"
2019,1,85,CASANARE,85430,TRINIDAD,311,13350,"2,33"
2018,4,15,BOYACÁ,15293,GACHANTIVÁ,35,2789,"1,25"
2020,3,41,HUILA,41349,HOBO,40,7512,"0,53"
2017,4,47,MAGDALENA,47258,EL PIÑON,26,21823,"0,12"
2016,4,05,ANTIOQUIA,05789,TÁMESIS,938,16441,"5,71"
2017,3,15,BOYACÁ,15092,BETÉITIVA,30,1955,"1,53"
2018,1,52,NARIÑO,52685,SAN BERNARDO,195,9202,"2,12"
2019,1,23,CÓRDOBA,23686,SAN PELAYO,981,52481,"1,87"
2020,1,15,BOYACÁ,15380,LA CAPILLA,18,2745,"0,66"
2018,4,15,BOYACÁ,15362,IZA,94,1947,"4,83"
2019,2,44,LA GUAJIRA,44279,FONSECA,3169,43728,"7,25"
2020,3,50,META,50226,CUMARAL,2653,23777,"11,16"
2019,3,19,CAUCA,19622,ROSAS,16,11495,"0,14"
2015,4,85,CASANARE,85315,SÁCAMA,58,1992,"2,91"
2020,1,25,CUNDINAMARCA,25260,EL ROSAL,561,23454,"2,39"
2019,2,15,BOYACÁ,15757,SOCHA,343,8018,"4,28"
2020,1,66,RISARALDA,66440,MARSELLA,667,17094,"3,90"
2018,3,54,NORTE DE SANTANDER,54174,CHITAGÁ,98,11564,"0,85"
2016,2,68,SANTANDER,68575,PUERTO WILCHES,1454,31762,"4,58"
2016,2,15,BOYACÁ,15114,BUSBANZÁ,27,1105,"2,44"
2016,4,70,SUCRE,70235,GALERAS,21,21150,"0,10"
2019,1,25,CUNDINAMARCA,25740,SIBATÉ,4189,35102,"11,93"
2019,3,44,LA GUAJIRA,44090,DIBULLA,56,40051,"0,14"
2016,2,15,BOYACÁ,15425,MACANAL,79,4888,"1,62"
2017,3,41,HUILA,41807,TIMANÁ,79,21563,"0,37"
2015,4,73,TOLIMA,73671,SALDAÑA,557,14412,"3,86"
2018,3,17,CALDAS,17380,LA DORADA,7876,71905,"10,95"
2019,4,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,14,11309,"0,12"
2020,4,52,NARIÑO,52356,IPIALES,7806,118519,"6,59"
2017,2,41,HUILA,41668,SAN AGUSTÍN,787,32585,"2,42"
2017,1,68,SANTANDER,68211,CONTRATACIÓN,127,3621,"3,51"
2020,1,52,NARIÑO,52036,ANCUYA,19,8903,"0,21"
2020,4,05,ANTIOQUIA,05134,CAMPAMENTO,378,9426,"4,01"
2017,1,50,META,50110,BARRANCA DE UPÍA,630,6264,"10,06"
2019,1,25,CUNDINAMARCA,25594,QUETAME,162,5176,"3,13"
2016,3,97,VAUPÉS,97161,CARURU,5,2768,"0,18"
2016,4,25,CUNDINAMARCA,25807,TIBIRITA,55,3020,"1,82"
2020,3,15,BOYACÁ,15090,BERBEO,38,1625,"2,34"
2019,3,52,NARIÑO,52699,SANTACRUZ,66,10939,"0,60"
2020,4,81,ARAUCA,81220,CRAVO NORTE,442,4245,"10,41"
2016,3,20,CESAR,20550,PELAYA,12,19536,"0,06"
2016,1,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,1645,44662,"3,68"
2019,4,17,CALDAS,17433,MANZANARES,357,17805,"2,01"
2020,4,54,NORTE DE SANTANDER,54206,CONVENCIÓN,50,19990,"0,25"
2016,2,23,CÓRDOBA,23189,CIÉNAGA DE ORO,1384,58047,"2,38"
2015,4,20,CESAR,20013,AGUSTÍN CODAZZI,2530,57273,"4,42"
2016,1,25,CUNDINAMARCA,25293,GACHALA,108,4502,"2,40"
2016,4,27,CHOCÓ,27006,ACANDÍ,414,13663,"3,03"
2018,3,91,AMAZONAS,91540,PUERTO NARIÑO,9,9744,"0,09"
2018,4,25,CUNDINAMARCA,25099,BOJACÁ,314,9913,"3,17"
2017,4,44,LA GUAJIRA,44001,RIOHACHA,17104,180175,"9,49"
2016,1,52,NARIÑO,52356,IPIALES,5672,114694,"4,95"
2016,2,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1681117,7300918,"23,03"
2020,2,08,ATLÁNTICO,08520,PALMAR DE VARELA,842,30799,"2,73"
2018,1,19,CAUCA,19130,CAJIBÍO,74,42014,"0,18"
2018,1,05,ANTIOQUIA,05615,RIONEGRO,30233,135465,"22,32"
2017,4,73,TOLIMA,73443,MARIQUITA - SAN SEBASTIÁN DE MARIQUITA,2643,37532,"7,04"
2016,2,85,CASANARE,85010,AGUAZUL,1887,35532,"5,31"
2019,3,15,BOYACÁ,15518,PAJARITO,78,2400,"3,25"
2020,4,05,ANTIOQUIA,05125,CAICEDO,327,8558,"3,82"
2020,3,17,CALDAS,17486,NEIRA,1395,21287,"6,55"
2020,3,54,NORTE DE SANTANDER,54800,TEORAMA,73,17613,"0,41"
2020,3,50,META,50450,PUERTO CONCORDIA,30,8662,"0,35"
2018,1,15,BOYACÁ,15897,ZETAQUIRA,69,4629,"1,49"
2017,2,25,CUNDINAMARCA,25372,JUNÍN,62,5751,"1,08"
2019,2,15,BOYACÁ,15464,MONGUA,110,4620,"2,38"
2020,2,47,MAGDALENA,47551,PIVIJAY,1074,39594,"2,71"
2020,1,15,BOYACÁ,15362,IZA,66,2014,"3,28"
2019,1,27,CHOCÓ,27160,CÉRTEGUI,10,5705,"0,18"
2016,1,68,SANTANDER,68307,GIRÓN,24674,152478,"16,18"
2020,1,05,ANTIOQUIA,05690,SANTO DOMINGO,458,12672,"3,61"
2019,4,05,ANTIOQUIA,05197,COCORNÁ,744,15042,"4,95"
2018,1,76,VALLE DEL CAUCA,76834,TULUÁ,34407,212685,"16,18"
2017,2,18,CAQUETA,18753,SAN VICENTE DEL CAGUÁN,706,50280,"1,40"
2019,4,25,CUNDINAMARCA,25799,TENJO,2181,23052,"9,46"
2020,2,47,MAGDALENA,47605,REMOLINO,8,12145,"0,07"
2016,2,15,BOYACÁ,15550,PISBA,19,1727,"1,10"
2020,4,27,CHOCÓ,27025,ALTO BAUDÓ,26,29054,"0,09"
2019,1,25,CUNDINAMARCA,25653,SAN CAYETANO,41,4892,"0,84"
2017,4,27,CHOCÓ,27491,NÓVITA,26,9053,"0,29"
2016,2,08,ATLÁNTICO,08549,PIOJÓ,3,6295,"0,05"
2016,2,25,CUNDINAMARCA,25151,CAQUEZA,256,16219,"1,58"
2019,2,19,CAUCA,19100,BOLÍVAR,282,37327,"0,76"
2017,4,25,CUNDINAMARCA,25269,FACATATIVÁ,16206,131825,"12,29"
2017,1,76,VALLE DEL CAUCA,76306,GINEBRA,720,22385,"3,22"
2016,4,17,CALDAS,17272,FILADELFIA,184,11779,"1,56"
2019,3,23,CÓRDOBA,23168,CHIMÁ,48,17738,"0,27"
2016,4,13,BOLÍVAR,13760,SOPLAVIENTO,78,10422,"0,75"
2020,4,54,NORTE DE SANTANDER,54245,EL CARMEN,74,14232,"0,52"
2017,2,85,CASANARE,85400,TÁMARA,124,6868,"1,81"
2018,2,13,BOLÍVAR,13873,VILLANUEVA,454,23777,"1,91"
2020,3,73,TOLIMA,73124,CAJAMARCA,251,18920,"1,33"
2018,4,66,RISARALDA,66687,SANTUARIO,592,12664,"4,67"
2016,4,76,VALLE DEL CAUCA,76126,CALIMA,698,17767,"3,93"
2016,4,17,CALDAS,17486,NEIRA,469,21335,"2,20"
2018,1,19,CAUCA,19290,FLORENCIA,161,5202,"3,09"
2019,1,73,TOLIMA,73152,CASABIANCA,132,6326,"2,09"
2017,3,63,QUINDÍO,63594,QUIMBAYA,3079,30654,"10,04"
2018,2,15,BOYACÁ,15820,TÓPAGA,97,3617,"2,68"
2020,3,15,BOYACÁ,15522,PANQUEBA,13,1753,"0,74"
2018,2,19,CAUCA,19100,BOLÍVAR,120,38048,"0,32"
2019,2,23,CÓRDOBA,23815,TUCHÍN,107,53744,"0,20"
2017,1,23,CÓRDOBA,23189,CIÉNAGA DE ORO,1411,58490,"2,41"
2018,4,76,VALLE DEL CAUCA,76109,BUENAVENTURA,27185,308188,"8,82"
2019,1,15,BOYACÁ,15325,GUAYATÁ,80,3387,"2,36"
2018,2,05,ANTIOQUIA,05368,JERICÓ,1118,13640,"8,20"
2020,2,15,BOYACÁ,15600,RÁQUIRA,73,8152,"0,90"
2019,3,73,TOLIMA,73675,SAN ANTONIO,324,12691,"2,55"
2019,1,05,ANTIOQUIA,05197,COCORNÁ,737,15042,"4,90"
2020,1,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,2010,25363,"7,92"
2016,3,19,CAUCA,19355,INZÁ,42,28150,"0,15"
2017,1,20,CESAR,20001,VALLEDUPAR,78816,474596,"16,61"
2017,1,54,NORTE DE SANTANDER,54498,OCAÑA,8849,114809,"7,71"
2017,4,50,META,50590,PUERTO RICO,323,13033,"2,48"
2019,3,05,ANTIOQUIA,05667,SAN RAFAEL,1153,15632,"7,38"
2016,4,15,BOYACÁ,15172,CHINAVITA,104,3202,"3,25"
2016,1,47,MAGDALENA,47258,EL PIÑON,13,21318,"0,06"
2018,2,41,HUILA,41020,ALGECIRAS,21,22481,"0,09"
2018,1,41,HUILA,41078,BARAYA,35,8338,"0,42"
2020,2,85,CASANARE,85410,TAURAMENA,1643,24920,"6,59"
2016,2,25,CUNDINAMARCA,25299,GAMA,64,3042,"2,10"
2017,4,85,CASANARE,85263,PORE,682,11736,"5,81"
2020,3,18,CAQUETA,18592,PUERTO RICO,833,27047,"3,08"
2018,4,73,TOLIMA,73461,MURILLO,112,4113,"2,72"
2018,3,15,BOYACÁ,15131,CALDAS,29,3143,"0,92"
2020,2,85,CASANARE,85230,OROCUÉ,23,13069,"0,18"
2016,4,05,ANTIOQUIA,05873,VIGÍA DEL FUERTE,85,8842,"0,96"
2017,1,13,BOLÍVAR,13430,MAGANGUÉ,6941,131183,"5,29"
2020,4,25,CUNDINAMARCA,25873,VILLAPINZÓN,792,18382,"4,31"
2018,3,15,BOYACÁ,15810,TIPACOQUE,48,3323,"1,44"
2016,2,19,CAUCA,19517,PAEZ,72,43795,"0,16"
2019,4,25,CUNDINAMARCA,25299,GAMA,40,3152,"1,27"
2016,1,15,BOYACÁ,15808,TINJACÁ,29,3226,"0,90"
2018,4,08,ATLÁNTICO,08433,MALAMBO,33884,128203,"26,43"
2018,1,73,TOLIMA,73461,MURILLO,146,4113,"3,55"
2016,3,50,META,50313,GRANADA,4834,66715,"7,25"
2016,2,52,NARIÑO,52385,LA LLANADA,3,6552,"0,05"
2017,4,08,ATLÁNTICO,08849,USIACURÍ,2,11888,"0,02"
2018,3,50,META,50287,FUENTE DE ORO,302,12129,"2,49"
2016,3,05,ANTIOQUIA,05306,GIRALDO,146,5396,"2,71"
2020,1,25,CUNDINAMARCA,25377,LA CALERA,7130,32231,"22,12"
2016,1,05,ANTIOQUIA,05425,MACEO,539,8277,"6,51"
2018,3,27,CHOCÓ,27450,MEDIO SAN JUAN,27,10579,"0,26"
2016,1,17,CALDAS,17877,VITERBO,657,12765,"5,15"
2016,3,15,BOYACÁ,15377,LABRANZAGRANDE,58,3625,"1,60"
2019,2,23,CÓRDOBA,23001,MONTERÍA,55875,498858,"11,20"
2018,1,15,BOYACÁ,15537,PAZ DE RÍO,175,4285,"4,08"
2019,2,20,CESAR,20250,EL PASO,1751,39365,"4,45"
2019,4,08,ATLÁNTICO,08001,BARRANQUILLA,241105,1243056,"19,40"
2017,4,25,CUNDINAMARCA,25594,QUETAME,115,4940,"2,33"
2016,3,50,META,50001,VILLAVICENCIO,77954,512462,"15,21"
2019,3,05,ANTIOQUIA,05368,JERICÓ,1281,13637,"9,39"
2017,2,81,ARAUCA,81065,ARAUQUITA,606,47442,"1,28"
2020,1,68,SANTANDER,68773,SUCRE,24,7379,"0,33"
2015,4,15,BOYACÁ,15368,JERICÓ,37,4055,"0,91"
2020,1,50,META,50287,FUENTE DE ORO,160,12627,"1,27"
2020,4,05,ANTIOQUIA,05649,SAN CARLOS,1513,16527,"9,15"
2020,1,27,CHOCÓ,27075,BAHÍA SOLANO,1000,10663,"9,38"
2020,1,25,CUNDINAMARCA,25612,RICAURTE,1812,13973,"12,97"
2018,2,41,HUILA,41006,ACEVEDO,30,24774,"0,12"
2016,2,19,CAUCA,19001,POPAYÁN,45474,310409,"14,65"
2017,3,54,NORTE DE SANTANDER,54385,LA ESPERANZA,24,10810,"0,22"
2016,4,52,NARIÑO,52520,FRANCISCO PIZARRO,4,13891,"0,03"
2019,4,70,SUCRE,70820,SANTIAGO DE TOLÚ,1997,33553,"5,95"
2018,1,47,MAGDALENA,47798,TENERIFE,16,13236,"0,12"
2018,2,63,QUINDÍO,63302,GÉNOVA,228,7516,"3,03"
2017,1,18,CAQUETA,18756,SOLANO,9,11085,"0,08"
2016,3,68,SANTANDER,68276,FLORIDABLANCA,64103,280553,"22,85"
2016,3,05,ANTIOQUIA,05347,HELICONIA,186,5562,"3,34"
2016,4,68,SANTANDER,68669,SAN ANDRÉS,191,8885,"2,15"
2020,3,68,SANTANDER,68705,SANTA BÁRBARA,15,2437,"0,62"
2016,4,25,CUNDINAMARCA,25019,ALBÁN,79,6038,"1,31"
2018,3,25,CUNDINAMARCA,25488,NILO,213,10819,"1,97"
2017,3,17,CALDAS,17388,LA MERCED,139,6149,"2,26"
2016,3,27,CHOCÓ,27372,JURADÓ,14,6382,"0,22"
2020,1,27,CHOCÓ,27150,CARMEN DEL DARIÉN,32,20276,"0,16"
2019,1,27,CHOCÓ,27245,EL CARMEN DE ATRATO,168,8197,"2,05"
2018,2,68,SANTANDER,68684,SAN JOSÉ DE MIRANDA,78,4367,"1,79"
2019,3,05,ANTIOQUIA,05318,GUARNE,7402,56774,"13,04"
2018,1,13,BOLÍVAR,13188,CICUCO,259,13442,"1,93"
2018,1,68,SANTANDER,68020,ALBANIA,34,4129,"0,82"
2018,1,68,SANTANDER,68397,LA PAZ,52,4953,"1,05"
2017,1,05,ANTIOQUIA,05042,SANTAFÉ DE ANTIOQUIA,2918,25808,"11,31"
2020,1,68,SANTANDER,68370,JORDÁN,10,1360,"0,74"
2019,1,13,BOLÍVAR,13838,TURBANÁ,607,16954,"3,58"
2019,4,73,TOLIMA,73275,FLANDES,3470,28510,"12,17"
2020,3,13,BOLÍVAR,13873,VILLANUEVA,48,24895,"0,19"
2019,1,13,BOLÍVAR,13873,VILLANUEVA,535,24581,"2,18"
2020,4,17,CALDAS,17653,SALAMINA,1505,19707,"7,64"
2020,1,68,SANTANDER,68322,GUAPOTÁ,24,2446,"0,98"
2018,2,15,BOYACÁ,15403,LA UVITA,101,2999,"3,37"
2019,2,05,ANTIOQUIA,05093,BETULIA,768,15736,"4,88"
2019,4,44,LA GUAJIRA,44847,URIBIA,1633,177815,"0,92"
2017,4,18,CAQUETA,18410,LA MONTAÑITA,18,14730,"0,12"
2020,2,73,TOLIMA,73226,CUNDAY,48,8734,"0,55"
2017,2,68,SANTANDER,68397,LA PAZ,51,4994,"1,02"
2020,1,17,CALDAS,17486,NEIRA,1132,21287,"5,32"
2016,2,70,SUCRE,70265,GUARANDA,30,17050,"0,18"
2020,1,86,PUTUMAYO,86569,PUERTO CAICEDO,51,16314,"0,31"
2019,1,73,TOLIMA,73030,AMBALEMA,341,6596,"5,17"
2019,3,19,CAUCA,19001,POPAYÁN,58152,321991,"18,06"
2019,4,52,NARIÑO,52885,YACUANQUER,29,10946,"0,26"
2019,2,41,HUILA,41791,TARQUI,122,17587,"0,69"
2019,2,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,31,3393,"0,91"
2018,3,73,TOLIMA,73520,PALOCABILDO,139,9730,"1,43"
2020,2,15,BOYACÁ,15542,PESCA,156,6954,"2,24"
2018,3,05,ANTIOQUIA,05885,YALÍ,441,7608,"5,80"
2016,1,44,LA GUAJIRA,44430,MAICAO,6886,159010,"4,33"
2017,2,23,CÓRDOBA,23168,CHIMÁ,60,17353,"0,35"
2017,2,05,ANTIOQUIA,05541,PEÑOL,1530,20694,"7,39"
2020,4,68,SANTANDER,68147,CAPITANEJO,65,5593,"1,16"
2015,4,15,BOYACÁ,15189,CIÉNEGA,72,4659,"1,55"
2018,1,25,CUNDINAMARCA,25718,SASAIMA,324,10711,"3,02"
2019,3,25,CUNDINAMARCA,25772,SUESCA,305,17902,"1,70"
2017,1,17,CALDAS,17050,ARANZAZU,393,10596,"3,71"
2016,1,52,NARIÑO,52258,EL TABLÓN DE GÓMEZ,65,14154,"0,46"
2020,3,05,ANTIOQUIA,05628,SABANALARGA,432,9311,"4,64"
2015,4,05,ANTIOQUIA,05887,YARUMAL,3786,40418,"9,37"
2019,2,20,CESAR,20032,ASTREA,18,20617,"0,09"
2020,4,68,SANTANDER,68013,AGUADA,26,1896,"1,37"
2019,1,25,CUNDINAMARCA,25086,BELTRÁN,46,1832,"2,51"
2015,4,68,SANTANDER,68298,GAMBITA,27,4118,"0,66"
2018,2,63,QUINDÍO,63212,CÓRDOBA,221,5642,"3,92"
2020,1,15,BOYACÁ,15790,TASCO,34,6009,"0,57"
2016,3,44,LA GUAJIRA,44110,EL MOLINO,11,6889,"0,16"
2018,2,47,MAGDALENA,47460,NUEVA GRANADA,12,19663,"0,06"
2018,1,99,VICHADA,99624,SANTA ROSALÍA,13,4059,"0,32"
2017,3,17,CALDAS,17877,VITERBO,807,12769,"6,32"
2017,1,70,SUCRE,70001,SINCELEJO,43011,272534,"15,78"
2020,4,25,CUNDINAMARCA,25126,CAJICÁ,28028,89493,"31,32"
2019,4,81,ARAUCA,81591,PUERTO RONDÓN,95,4688,"2,03"
2018,1,19,CAUCA,19513,PADILLA,28,9937,"0,28"
2019,4,81,ARAUCA,81794,TAME,2350,46741,"5,03"
2018,4,27,CHOCÓ,27245,EL CARMEN DE ATRATO,23,8193,"0,28"
2018,4,52,NARIÑO,52683,SANDONÁ,464,20773,"2,23"
2017,1,05,ANTIOQUIA,05467,MONTEBELLO,187,6779,"2,76"
2017,2,15,BOYACÁ,15676,SAN MIGUEL DE SEMA,36,3026,"1,19"
2016,3,25,CUNDINAMARCA,25328,GUAYABAL DE SIQUIMA,62,4224,"1,47"
2018,4,86,PUTUMAYO,86001,MOCOA,3998,56398,"7,09"
2016,3,63,QUINDÍO,63470,MONTENEGRO,2912,36330,"8,02"
2017,2,05,ANTIOQUIA,05313,GRANADA,514,10397,"4,94"
2017,2,25,CUNDINAMARCA,25799,TENJO,1624,20825,"7,80"
2020,1,52,NARIÑO,52207,CONSACÁ,24,14093,"0,17"
2017,1,25,CUNDINAMARCA,25851,ÚTICA,159,4155,"3,83"
2018,1,25,CUNDINAMARCA,25658,SAN FRANCISCO,822,10755,"7,64"
2016,1,63,QUINDÍO,63001,ARMENIA,59161,289151,"20,46"
2017,4,54,NORTE DE SANTANDER,54239,DURANIA,78,4472,"1,74"
2019,1,25,CUNDINAMARCA,25817,TOCANCIPÁ,5839,43020,"13,57"
2016,2,44,LA GUAJIRA,44090,DIBULLA,13,34856,"0,04"
2018,4,05,ANTIOQUIA,05318,GUARNE,7030,55121,"12,75"
2020,4,50,META,50370,URIBE,353,9578,"3,69"
2015,4,66,RISARALDA,66088,BELÉN DE UMBRÍA,694,24684,"2,81"
2018,4,05,ANTIOQUIA,05150,CAROLINA,423,3954,"10,70"
